"","obs_year","obs_month","obs_day","obs_hour","obs_min","rpt_type","wind_angle","wind_speed","air_temp","dew_pt","sea_level_press","obs_date","week"
"2782",2016,3,15,12,0,"FM-16",160,3.1,11.7,10,9999.9,2016-03-15,11
"2783",2016,3,15,12,12,"FM-16",160,3.1,11.1,10.6,9999.9,2016-03-15,11
"2784",2016,3,15,12,30,"FM-16",140,3.1,11.1,10.6,9999.9,2016-03-15,11
"2785",2016,3,15,12,40,"FM-16",130,2.6,11.1,10,9999.9,2016-03-15,11
"2786",2016,3,15,12,53,"FM-15",140,2.1,11.1,10.6,1002.5,2016-03-15,11
"2787",2016,3,15,13,2,"FM-16",120,3.1,11.1,10,9999.9,2016-03-15,11
"2788",2016,3,15,13,36,"FM-16",130,6.7,11.1,10,9999.9,2016-03-15,11
"2789",2016,3,15,13,44,"FM-16",130,6.2,11.1,10,9999.9,2016-03-15,11
"2790",2016,3,15,13,51,"FM-16",120,7.2,11,10,9999.9,2016-03-15,11
"2791",2016,3,15,13,53,"FM-15",120,7.7,11.1,10,1002,2016-03-15,11
"2792",2016,3,15,14,9,"FM-16",90,9.3,11.1,10,9999.9,2016-03-15,11
"2793",2016,3,15,14,40,"FM-16",150,5.1,11.1,10,9999.9,2016-03-15,11
"2794",2016,3,15,14,53,"FM-15",140,3.6,11.1,10,1002.3,2016-03-15,11
"2795",2016,3,15,15,53,"FM-15",140,5.7,11.1,10,1002,2016-03-15,11
"2796",2016,3,15,16,53,"FM-15",190,3.1,11.7,10,1002.6,2016-03-15,11
"2797",2016,3,15,17,4,"FM-16",190,2.1,12.2,10,9999.9,2016-03-15,11
"2798",2016,3,15,17,15,"FM-16",140,2.1,12.2,10,9999.9,2016-03-15,11
"2799",2016,3,15,17,32,"FM-16",130,2.6,12.2,10,9999.9,2016-03-15,11
"2800",2016,3,15,17,53,"FM-15",150,4.6,12.2,10,1002.5,2016-03-15,11
"2801",2016,3,15,18,0,"FM-12",150,4.6,12.2,10,1002.5,2016-03-15,11
"2802",2016,3,15,18,2,"FM-16",140,4.6,12.2,10,9999.9,2016-03-15,11
"2803",2016,3,15,18,53,"FM-15",130,3.6,11.7,10,1001.9,2016-03-15,11
"2804",2016,3,15,19,24,"FM-16",150,3.1,12.2,10.6,9999.9,2016-03-15,11
"2805",2016,3,15,19,53,"FM-15",140,3.1,12.2,10,1001.4,2016-03-15,11
"2806",2016,3,15,20,51,"FM-16",130,3.6,12,10,9999.9,2016-03-15,11
"2807",2016,3,15,20,53,"FM-15",150,3.1,11.7,10,1001.2,2016-03-15,11
"2808",2016,3,15,20,58,"FM-16",160,3.1,11.7,10,9999.9,2016-03-15,11
"2809",2016,3,15,21,7,"FM-16",140,4.6,11.7,10,9999.9,2016-03-15,11
"2810",2016,3,15,21,9,"FM-16",150,4.1,11.7,10,9999.9,2016-03-15,11
"2811",2016,3,15,21,12,"FM-16",140,3.6,11.7,10,9999.9,2016-03-15,11
"2812",2016,3,15,21,27,"FM-16",130,3.1,11.1,10,9999.9,2016-03-15,11
"2813",2016,3,15,21,31,"FM-16",130,3.1,11.1,10,9999.9,2016-03-15,11
"2814",2016,3,15,21,42,"FM-16",150,2.1,11.1,10,9999.9,2016-03-15,11
"2815",2016,3,15,21,53,"FM-15",999,0,11.1,10,1001.3,2016-03-15,11
"2816",2016,3,15,22,1,"FM-16",290,3.1,10.6,9.4,9999.9,2016-03-15,11
"2817",2016,3,15,22,4,"FM-16",290,4.6,10.6,9.4,9999.9,2016-03-15,11
"2818",2016,3,15,22,12,"FM-16",310,5.1,10,8.9,9999.9,2016-03-15,11
"2819",2016,3,15,22,51,"FM-16",330,4.1,10,9,9999.9,2016-03-15,11
"2820",2016,3,15,22,53,"FM-15",330,5.1,10,8.9,1001.7,2016-03-15,11
"2821",2016,3,15,23,8,"FM-16",330,4.1,9.4,8.9,9999.9,2016-03-15,11
"2822",2016,3,15,23,10,"FM-16",330,4.1,9.4,8.9,9999.9,2016-03-15,11
"2823",2016,3,15,23,25,"FM-16",320,4.1,9.4,8.9,9999.9,2016-03-15,11
"2824",2016,3,15,23,38,"FM-16",310,3.6,9.4,8.9,9999.9,2016-03-15,11
"2825",2016,3,15,23,42,"FM-16",300,3.1,9.4,8.9,9999.9,2016-03-15,11
"2826",2016,3,15,23,53,"FM-15",300,4.1,9.4,8.3,1002.1,2016-03-15,11
"2827",2016,3,16,0,0,"FM-12",300,4.1,9.4,8.3,1002.1,2016-03-16,11
"2828",2016,3,16,0,5,"FM-16",310,5.1,9.4,8.3,9999.9,2016-03-16,11
"2829",2016,3,16,0,7,"FM-16",310,4.6,9.4,8.3,9999.9,2016-03-16,11
"2830",2016,3,16,0,14,"FM-16",310,5.7,9.4,7.8,9999.9,2016-03-16,11
"2831",2016,3,16,0,38,"FM-16",320,3.6,8.9,7.8,9999.9,2016-03-16,11
"2832",2016,3,16,0,53,"FM-15",320,4.6,8.9,7.2,1002.1,2016-03-16,11
"2833",2016,3,16,1,5,"FM-16",310,4.6,8.9,7.2,9999.9,2016-03-16,11
"2834",2016,3,16,1,53,"FM-15",320,5.7,8.9,7.2,1001.8,2016-03-16,11
"2835",2016,3,16,2,53,"FM-15",330,6.7,8.9,6.7,1001,2016-03-16,11
"2836",2016,3,16,3,53,"FM-15",330,6.2,8.3,6.1,1000.7,2016-03-16,11
"2837",2016,3,16,4,53,"FM-15",320,7.7,7.8,5,1000.1,2016-03-16,11
"2838",2016,3,16,5,51,"FM-16",330,10.8,7,4,9999.9,2016-03-16,11
"2839",2016,3,16,5,53,"FM-15",330,8.2,7.2,3.9,999.5,2016-03-16,11
"2841",2016,3,16,6,0,"FM-12",330,8.2,7.2,3.9,999.5,2016-03-16,11
"2842",2016,3,16,6,30,"FM-16",330,8.2,7.2,4.4,9999.9,2016-03-16,11
"2843",2016,3,16,6,39,"FM-16",330,10.3,6.7,3.9,9999.9,2016-03-16,11
"2844",2016,3,16,6,51,"FM-16",330,10.8,7,4,9999.9,2016-03-16,11
"2845",2016,3,16,6,53,"FM-15",320,8.8,6.7,3.9,999.5,2016-03-16,11
"2846",2016,3,16,7,53,"FM-15",320,8.2,6.7,3.3,999.3,2016-03-16,11
"2847",2016,3,16,8,51,"FM-16",320,6.7,7,3,9999.9,2016-03-16,11
"2848",2016,3,16,8,53,"FM-15",320,6.7,6.7,2.8,998.5,2016-03-16,11
"2849",2016,3,16,9,53,"FM-15",310,7.2,5.6,1.1,998.7,2016-03-16,11
"2850",2016,3,16,10,51,"FM-16",300,9.3,6,1,9999.9,2016-03-16,11
"2851",2016,3,16,10,53,"FM-15",310,7.7,5.6,0.6,999.6,2016-03-16,11
"2852",2016,3,16,11,53,"FM-15",300,10.3,5,0.6,999.8,2016-03-16,11
"2853",2016,3,16,12,0,"FM-12",300,10.3,5,0.6,999.8,2016-03-16,11
"2854",2016,3,16,12,53,"FM-15",300,9.3,5,0.6,1000.2,2016-03-16,11
"2855",2016,3,16,13,47,"FM-16",300,10.8,4,0,9999.9,2016-03-16,11
"2856",2016,3,16,13,53,"FM-15",290,9.8,4.4,0,1000.3,2016-03-16,11
"2857",2016,3,16,14,53,"FM-15",290,11.8,5.6,-0.6,1000.7,2016-03-16,11
"2858",2016,3,16,15,53,"FM-15",290,9.8,5.6,-1.1,1001.8,2016-03-16,11
"2859",2016,3,16,16,53,"FM-15",290,10.8,6.1,-1.7,1002.1,2016-03-16,11
"2860",2016,3,16,17,53,"FM-15",290,13.9,8.9,-2.2,1001.9,2016-03-16,11
"2861",2016,3,16,18,0,"FM-12",290,13.9,8.9,-2.2,1001.9,2016-03-16,11
"2862",2016,3,16,18,53,"FM-15",290,11.3,8.9,-2.8,1002.1,2016-03-16,11
"2863",2016,3,16,19,53,"FM-15",300,9.8,7.8,-3.3,1002.9,2016-03-16,11
"2864",2016,3,16,20,53,"FM-15",290,12.9,7.8,-3.3,1003.4,2016-03-16,11
"2865",2016,3,16,21,53,"FM-15",280,11.8,7.2,-3.3,1004,2016-03-16,11
"2866",2016,3,16,22,53,"FM-15",290,10.8,6.7,-2.8,1004.6,2016-03-16,11
"2867",2016,3,16,23,53,"FM-15",290,7.2,6.7,-2.8,1005,2016-03-16,11
"2868",2016,3,17,0,0,"FM-12",290,7.2,6.7,-2.8,1005,2016-03-17,12
"2869",2016,3,17,0,53,"FM-15",280,6.2,6.1,-2.8,1005.2,2016-03-17,12
"2870",2016,3,17,1,53,"FM-15",260,5.7,6.1,-2.8,1005.4,2016-03-17,12
"2871",2016,3,17,2,53,"FM-15",250,4.1,6.1,-2.2,1005.3,2016-03-17,12
"2872",2016,3,17,3,53,"FM-15",260,4.6,6.1,-1.7,1005.3,2016-03-17,12
"2873",2016,3,17,4,53,"FM-15",250,4.6,5.6,-1.1,1005.4,2016-03-17,12
"2874",2016,3,17,5,53,"FM-15",260,5.7,5,-1.1,1005.3,2016-03-17,12
"2876",2016,3,17,6,0,"FM-12",260,5.7,5,-1.1,1005.3,2016-03-17,12
"2877",2016,3,17,6,53,"FM-15",270,8.2,3.9,-0.6,1005.7,2016-03-17,12
"2878",2016,3,17,7,53,"FM-15",270,7.7,3.9,-1.1,1005.8,2016-03-17,12
"2879",2016,3,17,8,53,"FM-15",270,8.2,2.2,-2.8,1006,2016-03-17,12
"2880",2016,3,17,9,53,"FM-15",260,6.2,1.7,-2.8,1006.6,2016-03-17,12
"2881",2016,3,17,10,53,"FM-15",270,7.2,1.7,-3.3,1007.1,2016-03-17,12
"2882",2016,3,17,11,53,"FM-15",270,4.1,1.7,-3.3,1007.5,2016-03-17,12
"2883",2016,3,17,12,0,"FM-12",270,4.1,1.7,-3.3,1007.5,2016-03-17,12
"2884",2016,3,17,12,53,"FM-15",260,5.1,2.2,-3.3,1008,2016-03-17,12
"2885",2016,3,17,13,53,"FM-15",250,4.6,3.3,-3.3,1008,2016-03-17,12
"2886",2016,3,17,14,53,"FM-15",270,5.1,4.4,-2.8,1008.5,2016-03-17,12
"2887",2016,3,17,15,53,"FM-15",270,6.7,4.4,-3.3,1008.7,2016-03-17,12
"2888",2016,3,17,16,53,"FM-15",270,7.7,4.4,-5,1009.1,2016-03-17,12
"2889",2016,3,17,17,53,"FM-15",280,6.7,5,-5,1009.5,2016-03-17,12
"2890",2016,3,17,18,0,"FM-12",280,6.7,5,-5,1009.5,2016-03-17,12
"2891",2016,3,17,18,53,"FM-15",270,6.7,4.4,-6.1,1010,2016-03-17,12
"2892",2016,3,17,19,53,"FM-15",280,7.2,3.9,-5,1010.5,2016-03-17,12
"2893",2016,3,17,20,53,"FM-15",270,6.7,3.3,-3.9,1011.3,2016-03-17,12
"2894",2016,3,17,21,53,"FM-15",280,4.6,2.8,-3.3,1011.9,2016-03-17,12
"2895",2016,3,17,22,48,"FM-16",270,6.7,3,-3,9999.9,2016-03-17,12
"2896",2016,3,17,22,53,"FM-15",270,6.2,2.8,-3.3,1012.8,2016-03-17,12
"2897",2016,3,17,23,22,"FM-16",290,6.2,2.8,-3.3,9999.9,2016-03-17,12
"2898",2016,3,17,23,53,"FM-15",290,5.7,2.8,-3.3,1013.8,2016-03-17,12
"2899",2016,3,18,0,0,"FM-12",290,5.7,2.8,-3.3,1013.8,2016-03-18,12
"2900",2016,3,18,0,53,"FM-15",280,5.7,2.8,-3.9,1014.5,2016-03-18,12
"2901",2016,3,18,1,53,"FM-15",280,4.6,2.2,-4.4,1015.3,2016-03-18,12
"2902",2016,3,18,2,53,"FM-15",290,5.7,2.2,-4.4,1015.6,2016-03-18,12
"2903",2016,3,18,3,53,"FM-15",290,4.6,1.7,-4.4,1016,2016-03-18,12
"2904",2016,3,18,4,53,"FM-15",260,2.6,0.6,-4.4,1016.2,2016-03-18,12
"2905",2016,3,18,5,53,"FM-15",260,2.6,0,-4.4,1016.5,2016-03-18,12
"2907",2016,3,18,6,0,"FM-12",260,2.6,0,-4.4,1016.5,2016-03-18,12
"2908",2016,3,18,6,51,"FM-16",270,2.1,1,-4,9999.9,2016-03-18,12
"2909",2016,3,18,6,53,"FM-15",270,2.1,0.6,-3.9,1016.8,2016-03-18,12
"2910",2016,3,18,7,53,"FM-15",260,2.1,0.6,-3.9,1016.9,2016-03-18,12
"2911",2016,3,18,8,53,"FM-15",270,2.1,0.6,-3.3,1017.2,2016-03-18,12
"2912",2016,3,18,9,53,"FM-15",300,2.1,0.6,-2.8,1017.8,2016-03-18,12
"2913",2016,3,18,10,53,"FM-15",310,2.6,0.6,-2.2,1018.3,2016-03-18,12
"2914",2016,3,18,11,53,"FM-15",10,3.6,0,-2.8,1018.9,2016-03-18,12
"2915",2016,3,18,12,0,"FM-12",10,3.6,0,-2.8,1018.9,2016-03-18,12
"2916",2016,3,18,12,53,"FM-15",30,3.1,-0.6,-2.2,1019.4,2016-03-18,12
"2917",2016,3,18,13,30,"FM-16",20,2.6,-0.6,-2.2,9999.9,2016-03-18,12
"2918",2016,3,18,13,53,"FM-15",30,2.1,-0.6,-2.2,1019.8,2016-03-18,12
"2919",2016,3,18,14,7,"FM-16",30,2.1,0,-2.2,9999.9,2016-03-18,12
"2920",2016,3,18,14,53,"FM-15",30,3.6,0.6,-2.8,1020.1,2016-03-18,12
"2921",2016,3,18,15,20,"FM-16",10,3.1,0.6,-3.3,9999.9,2016-03-18,12
"2922",2016,3,18,15,40,"FM-16",999,2.1,0.6,-3.9,9999.9,2016-03-18,12
"2923",2016,3,18,15,53,"FM-15",999,1.5,0.6,-4.4,1020.6,2016-03-18,12
"2924",2016,3,18,16,53,"FM-15",30,2.6,1.1,-3.9,1020.9,2016-03-18,12
"2925",2016,3,18,17,53,"FM-15",360,2.1,2.2,-3.9,1021.1,2016-03-18,12
"2926",2016,3,18,18,0,"FM-12",360,2.1,2.2,-3.9,1021.1,2016-03-18,12
"2927",2016,3,18,18,53,"FM-15",60,2.1,2.2,-3.9,1021.1,2016-03-18,12
"2928",2016,3,18,19,53,"FM-15",30,2.6,2.2,-3.9,1020.8,2016-03-18,12
"2929",2016,3,18,20,53,"FM-15",20,2.6,2.2,-4.4,1020.8,2016-03-18,12
"2930",2016,3,18,21,6,"FM-16",20,3.1,2.2,-3.9,9999.9,2016-03-18,12
"2931",2016,3,18,21,53,"FM-15",10,3.1,2.2,-3.9,1020.9,2016-03-18,12
"2932",2016,3,18,22,21,"FM-16",10,2.6,2.2,-3.3,9999.9,2016-03-18,12
"2933",2016,3,18,22,29,"FM-16",20,3.6,2.2,-3.3,9999.9,2016-03-18,12
"2934",2016,3,18,22,53,"FM-15",20,3.6,2.2,-3.3,1021.3,2016-03-18,12
"2935",2016,3,18,23,31,"FM-16",30,4.6,1.7,-2.8,9999.9,2016-03-18,12
"2936",2016,3,18,23,38,"FM-16",30,3.6,1.7,-2.8,9999.9,2016-03-18,12
"2937",2016,3,18,23,53,"FM-15",20,4.1,1.7,-2.2,1021.5,2016-03-18,12
"2938",2016,3,19,0,0,"FM-12",20,4.1,1.7,-2.2,1021.5,2016-03-19,12
"2939",2016,3,19,0,11,"FM-16",20,3.6,1.7,-2.2,9999.9,2016-03-19,12
"2940",2016,3,19,0,51,"FM-16",20,4.6,1,-2,9999.9,2016-03-19,12
"2941",2016,3,19,0,53,"FM-15",20,4.1,1.1,-1.7,1021.8,2016-03-19,12
"2942",2016,3,19,1,2,"FM-16",20,3.1,1.1,-1.7,9999.9,2016-03-19,12
"2943",2016,3,19,1,30,"FM-16",20,4.1,1.1,-1.7,9999.9,2016-03-19,12
"2944",2016,3,19,1,43,"FM-16",30,4.6,1.1,-1.7,9999.9,2016-03-19,12
"2945",2016,3,19,1,51,"FM-16",10,4.1,1,-2,9999.9,2016-03-19,12
"2946",2016,3,19,1,53,"FM-15",10,4.1,0.6,-1.7,1022.2,2016-03-19,12
"2947",2016,3,19,2,53,"FM-15",20,4.6,0,-2.2,1022.4,2016-03-19,12
"2948",2016,3,19,3,53,"FM-15",30,5.1,0,-2.8,1022.4,2016-03-19,12
"2949",2016,3,19,4,53,"FM-15",30,5.1,-0.6,-3.9,1022.4,2016-03-19,12
"2950",2016,3,19,5,53,"FM-15",20,5.7,-1.1,-3.9,1022.6,2016-03-19,12
"2952",2016,3,19,6,0,"FM-12",20,5.7,-1.1,-3.9,1022.6,2016-03-19,12
"2954",2016,3,19,6,31,"FM-16",20,5.7,-1.7,-4.4,9999.9,2016-03-19,12
"2955",2016,3,19,6,53,"FM-15",10,3.6,-1.7,-3.9,1022.5,2016-03-19,12
"2956",2016,3,19,7,51,"FM-16",30,5.7,-2,-4,9999.9,2016-03-19,12
"2957",2016,3,19,7,53,"FM-15",30,4.6,-2.2,-4.4,1022.6,2016-03-19,12
"2958",2016,3,19,8,35,"FM-16",10,4.1,-2.2,-5,9999.9,2016-03-19,12
"2959",2016,3,19,8,51,"FM-16",20,4.6,-2,-5,9999.9,2016-03-19,12
"2960",2016,3,19,8,53,"FM-15",20,5.1,-2.2,-5,1022.5,2016-03-19,12
"2961",2016,3,19,9,10,"FM-16",20,4.1,-2.2,-5,9999.9,2016-03-19,12
"2962",2016,3,19,9,13,"FM-16",10,4.6,-2.2,-5,9999.9,2016-03-19,12
"2963",2016,3,19,9,53,"FM-15",10,3.6,-2.2,-4.4,1022.6,2016-03-19,12
"2964",2016,3,19,10,14,"FM-16",10,4.6,-2.8,-4.4,9999.9,2016-03-19,12
"2965",2016,3,19,10,24,"FM-16",10,5.7,-2.8,-4.4,9999.9,2016-03-19,12
"2966",2016,3,19,10,35,"FM-16",10,5.1,-2.8,-4.4,9999.9,2016-03-19,12
"2967",2016,3,19,10,40,"FM-16",10,5.7,-2.8,-4.4,9999.9,2016-03-19,12
"2968",2016,3,19,10,44,"FM-16",10,4,-2.8,-4.4,9999.9,2016-03-19,12
"2969",2016,3,19,10,53,"FM-15",10,4.6,-2.8,-4.4,1023,2016-03-19,12
"2970",2016,3,19,11,53,"FM-15",10,4.6,-2.8,-5,1023.4,2016-03-19,12
"2971",2016,3,19,12,0,"FM-12",10,4.6,-2.8,-5,1023.4,2016-03-19,12
"2972",2016,3,19,12,31,"FM-16",10,4.6,-2.2,-5,9999.9,2016-03-19,12
"2973",2016,3,19,12,53,"FM-15",20,5.1,-2.2,-4.4,1023.9,2016-03-19,12
"2974",2016,3,19,13,3,"FM-16",10,5.1,-2.2,-5,9999.9,2016-03-19,12
"2975",2016,3,19,13,46,"FM-16",20,4.1,-2.2,-4.4,9999.9,2016-03-19,12
"2976",2016,3,19,13,53,"FM-15",20,5.1,-1.7,-4.4,1024.4,2016-03-19,12
"2977",2016,3,19,14,53,"FM-15",20,5.1,-1.1,-4.4,1024.9,2016-03-19,12
"2978",2016,3,19,15,26,"FM-16",20,3.6,-1.1,-4.4,9999.9,2016-03-19,12
"2979",2016,3,19,15,45,"FM-16",20,5.7,-0.6,-3.9,9999.9,2016-03-19,12
"2980",2016,3,19,15,53,"FM-15",10,5.1,-0.6,-3.9,1025.4,2016-03-19,12
"2981",2016,3,19,16,53,"FM-15",10,3.1,0.6,-3.9,1025.7,2016-03-19,12
"2982",2016,3,19,17,33,"FM-16",350,3.6,1.7,-2.8,9999.9,2016-03-19,12
"2983",2016,3,19,17,42,"FM-16",10,4.6,1.7,-2.2,9999.9,2016-03-19,12
"2984",2016,3,19,17,53,"FM-15",360,4.1,1.7,-2.8,1025.8,2016-03-19,12
"2985",2016,3,19,18,0,"FM-12",360,4.1,1.7,-2.8,1025.8,2016-03-19,12
"2986",2016,3,19,18,53,"FM-15",10,3.6,3.3,-2.2,1025.8,2016-03-19,12
"2987",2016,3,19,19,12,"FM-16",340,3.6,3.3,-2.8,9999.9,2016-03-19,12
"2988",2016,3,19,19,53,"FM-15",360,5.1,5,-2.2,1025.6,2016-03-19,12
"2989",2016,3,19,20,53,"FM-15",360,3.6,4.4,-3.9,1025.4,2016-03-19,12
"2990",2016,3,19,21,53,"FM-15",50,4.6,6.1,-3.9,1025.4,2016-03-19,12
"2991",2016,3,19,22,53,"FM-15",350,4.1,4.4,-3.9,1025.8,2016-03-19,12
"2992",2016,3,19,23,53,"FM-15",350,4.1,3.9,-3.9,1026.3,2016-03-19,12
"2993",2016,3,20,0,0,"FM-12",350,4.1,3.9,-3.9,1026.3,2016-03-20,12
"2994",2016,3,20,0,53,"FM-15",340,3.6,2.2,-3.9,1026.7,2016-03-20,12
"2995",2016,3,20,1,53,"FM-15",340,3.6,2.2,-3.9,1027.2,2016-03-20,12
"2996",2016,3,20,2,53,"FM-15",320,3.6,1.1,-3.3,1027.2,2016-03-20,12
"2997",2016,3,20,3,53,"FM-15",310,3.1,1.1,-3.3,1027.3,2016-03-20,12
"2998",2016,3,20,4,53,"FM-15",999,0,0.6,-3.9,1027.3,2016-03-20,12
"2999",2016,3,20,5,53,"FM-15",290,1.5,-0.6,-3.9,1027.2,2016-03-20,12
"3001",2016,3,20,6,0,"FM-12",290,1.5,-0.6,-3.9,1027.2,2016-03-20,12
"3002",2016,3,20,6,53,"FM-15",340,2.6,0,-3.9,1027.3,2016-03-20,12
"3003",2016,3,20,7,53,"FM-15",999,0,0.6,-4.4,1027,2016-03-20,12
"3004",2016,3,20,8,53,"FM-15",999,0,-1.1,-4.4,1026.8,2016-03-20,12
"3005",2016,3,20,9,53,"FM-15",999,0,-1.7,-5,1026.8,2016-03-20,12
"3006",2016,3,20,10,53,"FM-15",999,0,-2.2,-5,1027.1,2016-03-20,12
"3007",2016,3,20,11,53,"FM-15",310,3.1,-2.2,-4.4,1027.6,2016-03-20,12
"3008",2016,3,20,12,0,"FM-12",310,3.1,-2.2,-4.4,1027.6,2016-03-20,12
"3009",2016,3,20,12,53,"FM-15",350,1.5,-2.2,-3.9,1028,2016-03-20,12
"3010",2016,3,20,13,53,"FM-15",350,3.6,-0.6,-4.4,1028,2016-03-20,12
"3011",2016,3,20,14,53,"FM-15",340,3.6,1.1,-5,1028.1,2016-03-20,12
"3012",2016,3,20,15,53,"FM-15",360,4.1,2.8,-7.8,1027.8,2016-03-20,12
"3013",2016,3,20,16,53,"FM-15",320,5.1,4.4,-7.8,1027.3,2016-03-20,12
"3014",2016,3,20,17,53,"FM-15",360,5.7,3.9,-7.2,1027.2,2016-03-20,12
"3015",2016,3,20,18,0,"FM-12",360,5.7,3.9,-7.2,1027.2,2016-03-20,12
"3016",2016,3,20,18,53,"FM-15",330,6.2,5.6,-7.2,1026.3,2016-03-20,12
"3017",2016,3,20,19,53,"FM-15",330,5.7,5.6,-6.7,1025.5,2016-03-20,12
"3018",2016,3,20,20,53,"FM-15",320,5.1,6.1,-6.7,1024.9,2016-03-20,12
"3019",2016,3,20,21,53,"FM-15",330,6.2,6.1,-7.2,1024.4,2016-03-20,12
"3020",2016,3,20,22,53,"FM-15",300,6.2,6.1,-6.7,1024.2,2016-03-20,12
"3021",2016,3,20,23,53,"FM-15",300,5.1,4.4,-6.7,1024.3,2016-03-20,12
"3022",2016,3,21,0,0,"FM-12",300,5.1,4.4,-6.7,1024.3,2016-03-21,12
"3023",2016,3,21,0,53,"FM-15",280,4.6,3.3,-6.1,1024.1,2016-03-21,12
"3024",2016,3,21,1,53,"FM-15",280,3.6,2.8,-6.1,1024,2016-03-21,12
"3025",2016,3,21,2,53,"FM-15",280,4.1,1.7,-5.6,1023.8,2016-03-21,12
"3026",2016,3,21,3,53,"FM-15",290,2.6,0.6,-5.6,1023.9,2016-03-21,12
"3027",2016,3,21,4,53,"FM-15",280,2.1,0,-6.1,1023.6,2016-03-21,12
"3028",2016,3,21,5,53,"FM-15",270,2.1,0,-6.1,1023.2,2016-03-21,12
"3030",2016,3,21,6,0,"FM-12",270,2.1,0,-6.1,1023.2,2016-03-21,12
"3031",2016,3,21,6,53,"FM-15",999,0,-0.6,-6.1,1022.8,2016-03-21,12
"3032",2016,3,21,7,53,"FM-15",999,0,-0.6,-6.1,1022.4,2016-03-21,12
"3033",2016,3,21,8,53,"FM-15",999,0,-1.1,-5.6,1021.9,2016-03-21,12
"3034",2016,3,21,9,53,"FM-15",220,2.1,-1.7,-5.6,1021.7,2016-03-21,12
"3035",2016,3,21,10,53,"FM-15",210,1.5,-2.2,-5.6,1021.2,2016-03-21,12
"3036",2016,3,21,11,53,"FM-15",190,1.5,-2.2,-5.6,1020.9,2016-03-21,12
"3037",2016,3,21,12,0,"FM-12",190,1.5,-2.2,-5.6,1020.9,2016-03-21,12
"3038",2016,3,21,12,53,"FM-15",140,1.5,-2.2,-5.6,1020.6,2016-03-21,12
"3039",2016,3,21,13,53,"FM-15",170,2.1,0.6,-4.4,1020.4,2016-03-21,12
"3040",2016,3,21,14,53,"FM-15",160,3.6,1.7,-4.4,1019.6,2016-03-21,12
"3041",2016,3,21,15,53,"FM-15",150,4.6,3.3,-5,1019.1,2016-03-21,12
"3042",2016,3,21,16,53,"FM-15",170,5.7,5,-4.4,1018,2016-03-21,12
"3043",2016,3,21,17,53,"FM-15",160,7.2,7.2,-3.9,1016.6,2016-03-21,12
"3044",2016,3,21,18,0,"FM-12",160,7.2,7.2,-3.9,1016.6,2016-03-21,12
"3045",2016,3,21,18,53,"FM-15",150,5.7,8.3,-3.9,1014.9,2016-03-21,12
"3046",2016,3,21,19,53,"FM-15",140,6.2,10,-2.8,1012.9,2016-03-21,12
"3047",2016,3,21,20,53,"FM-15",140,6.7,11.1,-2.8,1011.8,2016-03-21,12
"3048",2016,3,21,21,53,"FM-15",160,7.7,10.6,-1.7,1010.8,2016-03-21,12
"3049",2016,3,21,22,53,"FM-15",140,5.7,11.1,-1.7,1010.2,2016-03-21,12
"3050",2016,3,21,23,53,"FM-15",130,5.7,10.6,-1.7,1009.7,2016-03-21,12
"3051",2016,3,22,0,0,"FM-12",130,5.7,10.6,-1.7,1009.7,2016-03-22,12
"3052",2016,3,22,0,53,"FM-15",120,5.1,10,-1.7,1009.1,2016-03-22,12
"3053",2016,3,22,1,53,"FM-15",100,6.2,8.9,-1.7,1008.8,2016-03-22,12
"3054",2016,3,22,2,53,"FM-15",100,6.7,8.3,-1.7,1008.1,2016-03-22,12
"3055",2016,3,22,3,53,"FM-15",120,6.7,7.8,-1.7,1007,2016-03-22,12
"3056",2016,3,22,4,53,"FM-15",130,4.1,7.2,-2.2,1006,2016-03-22,12
"3057",2016,3,22,5,53,"FM-15",100,3.6,6.7,-1.7,1005.3,2016-03-22,12
"3058",2016,3,22,5,56,"FM-16",90,3.1,6.7,-1.7,9999.9,2016-03-22,12
"3060",2016,3,22,6,0,"FM-12",100,3.6,6.7,-1.7,1005.3,2016-03-22,12
"3061",2016,3,22,6,53,"FM-15",100,3.6,6.1,-1.7,1004.6,2016-03-22,12
"3062",2016,3,22,7,53,"FM-15",90,2.1,6.1,-1.1,1003.8,2016-03-22,12
"3063",2016,3,22,8,53,"FM-15",30,3.6,5.6,-1.1,1003.4,2016-03-22,12
"3064",2016,3,22,9,53,"FM-15",60,3.6,5,-1.7,1003.4,2016-03-22,12
"3065",2016,3,22,10,53,"FM-15",50,5.1,4.4,-1.7,1002.5,2016-03-22,12
"3066",2016,3,22,11,53,"FM-15",50,3.6,3.9,-2.2,1003.1,2016-03-22,12
"3067",2016,3,22,12,0,"FM-12",50,3.6,3.9,-2.2,1003.1,2016-03-22,12
"3068",2016,3,22,12,53,"FM-15",60,4.6,3.9,-2.2,1003,2016-03-22,12
"3069",2016,3,22,13,53,"FM-15",50,3.6,5.6,-1.7,1003.3,2016-03-22,12
"3070",2016,3,22,14,53,"FM-15",30,4.6,6.7,-1.7,1003.9,2016-03-22,12
"3071",2016,3,22,15,53,"FM-15",40,5.7,8.3,-1.1,1003.8,2016-03-22,12
"3072",2016,3,22,16,53,"FM-15",30,5.1,10.6,-1.1,1004.1,2016-03-22,12
"3073",2016,3,22,17,53,"FM-15",10,6.2,11.7,-0.6,1004.7,2016-03-22,12
