"","obs_year","obs_month","obs_day","obs_hour","obs_min","rpt_type","wind_angle","wind_speed","air_temp","dew_pt","sea_level_press","obs_date","week"
"1920",2016,2,20,13,43,"FM-16",250,4.1,1.1,-1.1,9999.9,2016-02-20,8
"1921",2016,2,20,13,53,"FM-15",260,4.1,1.1,-1.1,1011.4,2016-02-20,8
"1922",2016,2,20,14,0,"FM-16",270,4.1,1.7,-1.1,9999.9,2016-02-20,8
"1923",2016,2,20,14,53,"FM-15",280,4.6,2.2,-0.6,1012.4,2016-02-20,8
"1924",2016,2,20,15,53,"FM-15",260,5.7,2.8,0,1012.7,2016-02-20,8
"1925",2016,2,20,16,40,"FM-16",290,5.7,3.3,0,9999.9,2016-02-20,8
"1926",2016,2,20,16,53,"FM-15",280,5.7,3.3,0,1013.7,2016-02-20,8
"1927",2016,2,20,17,53,"FM-15",270,4.1,3.9,0,1013.7,2016-02-20,8
"1928",2016,2,20,18,0,"FM-12",270,4.1,3.9,0,1013.7,2016-02-20,8
"1929",2016,2,20,18,53,"FM-15",270,7.2,4.4,0,1014,2016-02-20,8
"1930",2016,2,20,19,53,"FM-15",270,7.2,3.9,0,1014.4,2016-02-20,8
"1931",2016,2,20,20,53,"FM-15",310,8.2,3.9,-1.7,1015.2,2016-02-20,8
"1932",2016,2,20,21,53,"FM-15",310,6.2,5,-1.7,1015.8,2016-02-20,8
"1933",2016,2,20,22,33,"FM-16",330,4.6,5,-1.7,9999.9,2016-02-20,8
"1934",2016,2,20,22,53,"FM-15",330,4.6,5,-1.7,1016.3,2016-02-20,8
"1935",2016,2,20,23,53,"FM-15",320,2.6,3.3,-2.2,1016.9,2016-02-20,8
"1936",2016,2,21,0,0,"FM-12",320,2.6,3.3,-2.2,1016.9,2016-02-21,8
"1937",2016,2,21,0,53,"FM-15",310,3.1,2.8,-2.2,1018.1,2016-02-21,8
"1938",2016,2,21,1,53,"FM-15",330,3.6,2.2,-2.8,1018.6,2016-02-21,8
"1939",2016,2,21,2,53,"FM-15",320,2.6,1.1,-2.8,1019.5,2016-02-21,8
"1940",2016,2,21,3,53,"FM-15",320,3.1,0.6,-3.3,1020.2,2016-02-21,8
"1941",2016,2,21,4,53,"FM-15",330,1.5,0,-3.3,1020.6,2016-02-21,8
"1942",2016,2,21,5,53,"FM-15",310,1.5,-1.1,-3.9,1020.7,2016-02-21,8
"1944",2016,2,21,6,0,"FM-12",310,1.5,-1.1,-3.9,1020.7,2016-02-21,8
"1945",2016,2,21,6,53,"FM-15",320,2.1,-2.2,-3.9,1021,2016-02-21,8
"1946",2016,2,21,7,53,"FM-15",310,3.6,-2.2,-4.4,1021.5,2016-02-21,8
"1947",2016,2,21,8,53,"FM-15",320,3.1,-2.2,-4.4,1021.6,2016-02-21,8
"1948",2016,2,21,9,53,"FM-15",10,1.5,-2.8,-5,1021.2,2016-02-21,8
"1949",2016,2,21,10,53,"FM-15",340,1.5,-2.8,-5.6,1021.6,2016-02-21,8
"1950",2016,2,21,11,53,"FM-15",360,2.6,-2.8,-5.6,1021.8,2016-02-21,8
"1951",2016,2,21,12,0,"FM-12",360,2.6,-2.8,-5.6,1021.8,2016-02-21,8
"1952",2016,2,21,12,53,"FM-15",350,2.6,-3.3,-5.6,1022.3,2016-02-21,8
"1953",2016,2,21,13,53,"FM-15",999,0,-2.8,-5.6,1023.4,2016-02-21,8
"1954",2016,2,21,14,53,"FM-15",10,4.1,-1.7,-5,1024.1,2016-02-21,8
"1955",2016,2,21,15,53,"FM-15",999,0,-0.6,-5,1024.4,2016-02-21,8
"1956",2016,2,21,16,53,"FM-15",999,0,1.1,-4.4,1024.2,2016-02-21,8
"1957",2016,2,21,17,45,"FM-16",999,1.5,1.7,-3.9,9999.9,2016-02-21,8
"1958",2016,2,21,17,53,"FM-15",330,3.6,2.2,-3.9,1024.5,2016-02-21,8
"1959",2016,2,21,18,0,"FM-12",330,3.6,2.2,-3.9,1024.5,2016-02-21,8
"1960",2016,2,21,18,53,"FM-15",300,4.1,2.2,-3.9,1024,2016-02-21,8
"1961",2016,2,21,19,51,"FM-16",290,3.6,2,-4,9999.9,2016-02-21,8
"1962",2016,2,21,19,53,"FM-15",310,3.6,1.7,-4.4,1023.8,2016-02-21,8
"1963",2016,2,21,20,53,"FM-15",300,5.1,1.1,-3.9,1024,2016-02-21,8
"1964",2016,2,21,21,7,"FM-16",320,4.6,1.1,-3.9,9999.9,2016-02-21,8
"1965",2016,2,21,21,27,"FM-16",320,5.1,1.1,-3.9,9999.9,2016-02-21,8
"1966",2016,2,21,21,53,"FM-15",320,3.6,1.1,-3.9,1024.2,2016-02-21,8
"1967",2016,2,21,22,49,"FM-16",320,4.1,1,-4,9999.9,2016-02-21,8
"1968",2016,2,21,22,53,"FM-15",330,3.6,1.1,-3.9,1023.9,2016-02-21,8
"1969",2016,2,21,23,53,"FM-15",300,3.1,0.6,-3.9,1024.5,2016-02-21,8
"1970",2016,2,22,0,0,"FM-12",300,3.1,0.6,-3.9,1024.5,2016-02-22,8
"1971",2016,2,22,0,9,"FM-16",310,3.1,0.6,-4.4,9999.9,2016-02-22,8
"1972",2016,2,22,0,24,"FM-16",300,3.1,0.6,-3.9,9999.9,2016-02-22,8
"1973",2016,2,22,0,53,"FM-15",310,4.1,0.6,-3.9,1025,2016-02-22,8
"1974",2016,2,22,1,53,"FM-15",320,3.6,0,-4.4,1025,2016-02-22,8
"1975",2016,2,22,2,53,"FM-15",320,4.6,0,-4.4,1025.2,2016-02-22,8
"1976",2016,2,22,3,42,"FM-16",310,3.1,0,-4.4,9999.9,2016-02-22,8
"1977",2016,2,22,3,53,"FM-15",310,2.6,0,-5,1025.3,2016-02-22,8
"1978",2016,2,22,4,53,"FM-15",310,2.1,-0.6,-5,1024.8,2016-02-22,8
"1979",2016,2,22,5,36,"FM-16",340,2.1,-0.6,-4.4,9999.9,2016-02-22,8
"1980",2016,2,22,5,53,"FM-15",340,2.1,-0.6,-4.4,1024.6,2016-02-22,8
"1982",2016,2,22,6,0,"FM-12",340,2.1,-0.6,-4.4,1024.6,2016-02-22,8
"1983",2016,2,22,6,0,"FM-16",330,2.1,-0.6,-4.4,9999.9,2016-02-22,8
"1984",2016,2,22,6,12,"FM-16",330,2.6,-0.6,-4.4,9999.9,2016-02-22,8
"1985",2016,2,22,6,53,"FM-15",350,3.1,-0.6,-5.6,1024.7,2016-02-22,8
"1986",2016,2,22,7,53,"FM-15",350,1.5,-1.1,-6.1,1024.5,2016-02-22,8
"1987",2016,2,22,8,53,"FM-15",999,0,-1.1,-6.1,1024,2016-02-22,8
"1988",2016,2,22,9,53,"FM-15",330,2.6,-1.1,-7.2,1023.7,2016-02-22,8
"1989",2016,2,22,10,53,"FM-15",330,2.1,-1.7,-7.2,1023.5,2016-02-22,8
"1990",2016,2,22,11,53,"FM-15",10,1.5,-1.7,-8.3,1023.3,2016-02-22,8
"1991",2016,2,22,12,0,"FM-12",10,1.5,-1.7,-8.3,1023.3,2016-02-22,8
"1992",2016,2,22,12,53,"FM-15",30,2.1,-2.8,-8.9,1023.2,2016-02-22,8
"1993",2016,2,22,13,53,"FM-15",50,1.5,-2.2,-7.8,1023.5,2016-02-22,8
"1994",2016,2,22,14,53,"FM-15",999,0,-1.1,-7.8,1023.5,2016-02-22,8
"1995",2016,2,22,15,53,"FM-15",150,2.6,-1.1,-7.8,1023.3,2016-02-22,8
"1996",2016,2,22,16,22,"FM-16",150,1.5,-0.6,-7.2,9999.9,2016-02-22,8
"1997",2016,2,22,16,32,"FM-16",220,2.1,-0.6,-7.2,9999.9,2016-02-22,8
"1998",2016,2,22,16,53,"FM-15",190,3.1,0,-7.2,1023.1,2016-02-22,8
"1999",2016,2,22,17,14,"FM-16",220,3.6,0,-6.7,9999.9,2016-02-22,8
"2000",2016,2,22,17,53,"FM-15",999,2.1,0.6,-6.7,1022.9,2016-02-22,8
"2001",2016,2,22,18,0,"FM-12",999,2.1,0.6,-6.7,1022.9,2016-02-22,8
"2002",2016,2,22,18,53,"FM-15",230,3.6,0.6,-6.7,1022.1,2016-02-22,8
"2003",2016,2,22,19,5,"FM-16",210,3.1,0.6,-6.7,9999.9,2016-02-22,8
"2004",2016,2,22,19,17,"FM-16",999,1.5,1.1,-6.1,9999.9,2016-02-22,8
"2005",2016,2,22,19,53,"FM-15",210,3.6,1.7,-6.1,1021.1,2016-02-22,8
"2006",2016,2,22,20,53,"FM-15",240,2.6,1.1,-5.6,1020.7,2016-02-22,8
"2007",2016,2,22,21,53,"FM-15",190,3.1,1.1,-5.6,1020.4,2016-02-22,8
"2008",2016,2,22,22,53,"FM-15",210,4.1,0.6,-5.6,1019.9,2016-02-22,8
"2009",2016,2,22,23,11,"FM-16",200,4.1,1.1,-5.6,9999.9,2016-02-22,8
"2010",2016,2,22,23,41,"FM-16",230,3.1,0.6,-5.6,9999.9,2016-02-22,8
"2011",2016,2,22,23,53,"FM-15",230,3.1,0.6,-5.6,1020,2016-02-22,8
"2012",2016,2,23,0,0,"FM-12",230,3.1,0.6,-5.6,1020,2016-02-23,8
"2013",2016,2,23,0,53,"FM-15",220,2.1,0.6,-5.6,1020.2,2016-02-23,8
"2014",2016,2,23,1,53,"FM-15",999,1.5,0.6,-5,1020,2016-02-23,8
"2015",2016,2,23,2,53,"FM-15",170,1.5,0.6,-4.4,1020,2016-02-23,8
"2016",2016,2,23,3,53,"FM-15",100,1.5,0,-4.4,1019.8,2016-02-23,8
"2017",2016,2,23,4,53,"FM-15",160,2.1,0.6,-3.9,1019.6,2016-02-23,8
"2018",2016,2,23,5,53,"FM-15",160,3.1,0.6,-3.9,1019.3,2016-02-23,8
"2020",2016,2,23,6,0,"FM-12",160,3.1,0.6,-3.9,1019.3,2016-02-23,8
"2021",2016,2,23,6,53,"FM-15",170,2.6,1.1,-3.3,1019.4,2016-02-23,8
"2022",2016,2,23,7,53,"FM-15",120,2.1,0.6,-3.3,1019,2016-02-23,8
"2023",2016,2,23,8,53,"FM-15",140,2.6,0.6,-2.8,1018.6,2016-02-23,8
"2024",2016,2,23,9,53,"FM-15",130,2.1,0.6,-2.8,1018.1,2016-02-23,8
"2025",2016,2,23,10,53,"FM-15",160,3.1,1.1,-2.2,1018.3,2016-02-23,8
"2026",2016,2,23,11,48,"FM-16",170,3.1,1,-2,9999.9,2016-02-23,8
"2027",2016,2,23,11,53,"FM-15",170,3.6,1.1,-1.1,1018.3,2016-02-23,8
"2028",2016,2,23,12,0,"FM-12",170,3.6,1.1,-1.1,1018.3,2016-02-23,8
"2030",2016,2,23,12,22,"FM-16",170,3.6,1.1,-1.1,9999.9,2016-02-23,8
"2031",2016,2,23,12,32,"FM-16",170,3.6,1.1,-0.6,9999.9,2016-02-23,8
"2032",2016,2,23,12,51,"FM-16",170,3.1,1,-1,9999.9,2016-02-23,8
"2033",2016,2,23,12,53,"FM-15",170,3.1,1.1,-0.6,1017.8,2016-02-23,8
"2034",2016,2,23,13,0,"FM-16",170,2.6,0.6,-0.6,9999.9,2016-02-23,8
"2035",2016,2,23,13,5,"FM-16",180,3.1,0.6,-0.6,9999.9,2016-02-23,8
"2036",2016,2,23,13,26,"FM-16",180,3.1,0.6,-0.6,9999.9,2016-02-23,8
"2037",2016,2,23,13,30,"FM-16",180,3.1,0.6,-0.6,9999.9,2016-02-23,8
"2038",2016,2,23,13,36,"FM-16",170,2.6,0.6,-0.6,9999.9,2016-02-23,8
"2039",2016,2,23,13,51,"FM-16",170,2.6,1,-1,9999.9,2016-02-23,8
"2040",2016,2,23,13,53,"FM-15",170,3.1,0.6,-0.6,1018.1,2016-02-23,8
"2041",2016,2,23,13,57,"FM-16",170,3.6,0.6,-0.6,9999.9,2016-02-23,8
"2042",2016,2,23,14,5,"FM-16",160,3.6,0.6,-0.6,9999.9,2016-02-23,8
"2043",2016,2,23,14,12,"FM-16",160,3.6,0.6,-0.6,9999.9,2016-02-23,8
"2044",2016,2,23,14,20,"FM-16",160,3.1,0.6,-0.6,9999.9,2016-02-23,8
"2045",2016,2,23,14,27,"FM-16",160,3.1,0.6,0,9999.9,2016-02-23,8
"2046",2016,2,23,14,40,"FM-16",160,2.1,0.6,0,9999.9,2016-02-23,8
"2047",2016,2,23,14,49,"FM-16",140,2.6,1,-1,9999.9,2016-02-23,8
"2048",2016,2,23,14,53,"FM-15",140,2.1,0.6,-0.6,1017.7,2016-02-23,8
"2049",2016,2,23,15,53,"FM-15",160,2.6,1.7,0.6,1017.5,2016-02-23,8
"2050",2016,2,23,16,53,"FM-15",170,3.6,2.2,0,1017.5,2016-02-23,8
"2051",2016,2,23,17,53,"FM-15",190,3.6,3.3,0,1017.3,2016-02-23,8
"2052",2016,2,23,18,0,"FM-12",190,3.6,3.3,0,1017.3,2016-02-23,8
"2053",2016,2,23,18,53,"FM-15",220,3.6,3.3,0,1016.5,2016-02-23,8
"2054",2016,2,23,19,7,"FM-16",220,3.6,3.3,0.6,9999.9,2016-02-23,8
"2055",2016,2,23,19,53,"FM-15",240,3.1,3.3,0.6,1016.2,2016-02-23,8
"2056",2016,2,23,20,53,"FM-15",240,2.1,3.9,0.6,1015.7,2016-02-23,8
"2057",2016,2,23,21,6,"FM-16",270,3.1,3.9,0.6,9999.9,2016-02-23,8
"2058",2016,2,23,21,53,"FM-15",280,5.7,3.9,0.6,1015.9,2016-02-23,8
"2059",2016,2,23,22,53,"FM-15",310,2.1,3.3,0,1016.5,2016-02-23,8
"2060",2016,2,23,23,53,"FM-15",300,4.1,2.8,-0.6,1017.4,2016-02-23,8
"2061",2016,2,24,0,0,"FM-12",300,4.1,2.8,-0.6,1017.4,2016-02-24,8
"2062",2016,2,24,0,33,"FM-16",300,3.6,2.8,-0.6,9999.9,2016-02-24,8
"2063",2016,2,24,0,41,"FM-16",280,3.1,2.8,-0.6,9999.9,2016-02-24,8
"2064",2016,2,24,0,53,"FM-15",270,2.6,2.8,-0.6,1018.2,2016-02-24,8
"2065",2016,2,24,1,10,"FM-16",290,4.1,2.2,-0.6,9999.9,2016-02-24,8
"2066",2016,2,24,1,53,"FM-15",300,3.6,2.2,-0.6,1018.2,2016-02-24,8
"2067",2016,2,24,2,53,"FM-15",310,4.1,2.2,-1.1,1018.3,2016-02-24,8
"2068",2016,2,24,3,53,"FM-15",320,5.1,2.2,-1.7,1018.4,2016-02-24,8
"2069",2016,2,24,4,53,"FM-15",320,4.6,1.7,-1.7,1018.6,2016-02-24,8
"2070",2016,2,24,5,36,"FM-16",330,4.1,1.7,-1.7,9999.9,2016-02-24,8
"2071",2016,2,24,5,53,"FM-15",340,3.6,1.7,-1.7,1018.3,2016-02-24,8
"2073",2016,2,24,6,0,"FM-12",340,3.6,1.7,-1.7,1018.3,2016-02-24,8
"2074",2016,2,24,6,53,"FM-15",340,4.1,1.7,-1.1,1018.1,2016-02-24,8
"2075",2016,2,24,7,22,"FM-16",350,4.6,1.7,-1.1,9999.9,2016-02-24,8
"2076",2016,2,24,7,53,"FM-15",350,4.1,1.7,-1.1,1017.7,2016-02-24,8
"2077",2016,2,24,8,53,"FM-15",10,3.1,1.7,-1.1,1017.7,2016-02-24,8
"2078",2016,2,24,9,53,"FM-15",340,4.1,1.1,-1.7,1017.6,2016-02-24,8
"2079",2016,2,24,10,53,"FM-15",350,5.1,1.1,-2.2,1017.8,2016-02-24,8
"2080",2016,2,24,11,53,"FM-15",340,4.6,0.6,-2.2,1017.8,2016-02-24,8
"2081",2016,2,24,12,0,"FM-12",340,4.6,0.6,-2.2,1017.8,2016-02-24,8
"2082",2016,2,24,12,53,"FM-15",340,4.1,0,-2.2,1017.6,2016-02-24,8
"2083",2016,2,24,13,14,"FM-16",340,3.6,0,-2.2,9999.9,2016-02-24,8
"2084",2016,2,24,13,53,"FM-15",340,4.1,0,-2.8,1017.6,2016-02-24,8
"2085",2016,2,24,13,58,"FM-16",340,5.1,0,-2.8,9999.9,2016-02-24,8
"2086",2016,2,24,14,24,"FM-16",330,4.6,0,-2.8,9999.9,2016-02-24,8
"2087",2016,2,24,14,53,"FM-15",330,4.1,0.6,-2.8,1017.1,2016-02-24,8
"2088",2016,2,24,15,53,"FM-15",330,5.1,1.7,-1.7,1016.8,2016-02-24,8
"2089",2016,2,24,16,53,"FM-15",10,5.7,2.2,-1.7,1016.3,2016-02-24,8
"2090",2016,2,24,17,1,"FM-16",10,5.1,2.8,-1.7,9999.9,2016-02-24,8
"2091",2016,2,24,17,53,"FM-15",10,4.1,2.8,-2.2,1015.9,2016-02-24,8
"2092",2016,2,24,18,0,"FM-12",10,4.1,2.8,-2.2,1015.9,2016-02-24,8
"2093",2016,2,24,18,53,"FM-15",360,5.1,2.8,-2.8,1015.4,2016-02-24,8
"2094",2016,2,24,19,53,"FM-15",10,3.6,2.8,-2.8,1015,2016-02-24,8
"2095",2016,2,24,20,53,"FM-15",10,3.6,2.8,-3.3,1014.9,2016-02-24,8
"2096",2016,2,24,21,53,"FM-15",360,4.1,2.2,-3.9,1015.1,2016-02-24,8
"2097",2016,2,24,22,53,"FM-15",360,4.1,2.2,-4.4,1015.1,2016-02-24,8
"2098",2016,2,24,23,53,"FM-15",360,3.6,2.2,-5,1015.4,2016-02-24,8
"2099",2016,2,25,0,0,"FM-12",360,3.6,2.2,-5,1015.4,2016-02-25,9
"2100",2016,2,25,0,53,"FM-15",10,3.1,2.2,-4.4,1016,2016-02-25,9
"2101",2016,2,25,1,53,"FM-15",340,4.1,1.7,-3.9,1016.1,2016-02-25,9
"2102",2016,2,25,2,53,"FM-15",340,3.6,1.1,-3.9,1016.4,2016-02-25,9
"2103",2016,2,25,3,53,"FM-15",340,4.1,1.1,-4.4,1016.5,2016-02-25,9
"2104",2016,2,25,4,53,"FM-15",340,5.1,0.6,-4.4,1016.8,2016-02-25,9
"2105",2016,2,25,5,53,"FM-15",350,5.1,-1.1,-5.6,1017.1,2016-02-25,9
"2107",2016,2,25,6,0,"FM-12",350,5.1,-1.1,-5.6,1017.1,2016-02-25,9
"2108",2016,2,25,6,53,"FM-15",340,5.1,-1.1,-5.6,1017.5,2016-02-25,9
"2109",2016,2,25,7,53,"FM-15",340,5.7,-1.7,-6.1,1018,2016-02-25,9
"2110",2016,2,25,8,53,"FM-15",340,5.1,-2.8,-6.7,1018.5,2016-02-25,9
"2111",2016,2,25,9,53,"FM-15",350,5.7,-2.2,-7.8,1019,2016-02-25,9
"2112",2016,2,25,10,51,"FM-16",360,7.7,-3,-8,9999.9,2016-02-25,9
"2113",2016,2,25,10,53,"FM-15",10,7.7,-2.8,-7.8,1019.9,2016-02-25,9
"2114",2016,2,25,11,53,"FM-15",360,6.7,-2.8,-8.3,1020.7,2016-02-25,9
"2115",2016,2,25,12,0,"FM-12",360,6.7,-2.8,-8.3,1020.7,2016-02-25,9
"2116",2016,2,25,12,53,"FM-15",350,7.2,-3.3,-8.3,1021.8,2016-02-25,9
"2117",2016,2,25,13,53,"FM-15",350,6.2,-3.3,-8.3,1022.8,2016-02-25,9
"2118",2016,2,25,14,53,"FM-15",340,6.7,-2.8,-8.3,1023.7,2016-02-25,9
"2119",2016,2,25,15,53,"FM-15",350,6.2,-2.2,-8.3,1024.2,2016-02-25,9
"2120",2016,2,25,16,16,"FM-16",330,7.7,-0.6,-7.8,9999.9,2016-02-25,9
"2121",2016,2,25,16,53,"FM-15",350,6.2,0,-8.9,1024.6,2016-02-25,9
"2122",2016,2,25,17,53,"FM-15",310,5.1,0,-8.9,1025.1,2016-02-25,9
"2123",2016,2,25,18,0,"FM-12",310,5.1,0,-8.9,1025.1,2016-02-25,9
"2124",2016,2,25,18,53,"FM-15",320,6.7,1.1,-7.8,1025,2016-02-25,9
"2125",2016,2,25,19,53,"FM-15",320,5.7,1.1,-8.3,1024.9,2016-02-25,9
"2126",2016,2,25,20,53,"FM-15",310,5.7,0,-8.9,1025.2,2016-02-25,9
"2127",2016,2,25,21,53,"FM-15",310,7.2,0,-8.3,1025.2,2016-02-25,9
"2128",2016,2,25,22,53,"FM-15",310,5.1,-0.6,-8.3,1025.6,2016-02-25,9
"2129",2016,2,25,23,53,"FM-15",310,7.2,-1.1,-7.8,1025.6,2016-02-25,9
"2130",2016,2,26,0,0,"FM-12",310,7.2,-1.1,-7.8,1025.6,2016-02-26,9
"2131",2016,2,26,0,53,"FM-15",300,4.6,-1.1,-7.8,1025.8,2016-02-26,9
"2132",2016,2,26,1,53,"FM-15",320,6.7,-1.1,-7.8,1025.5,2016-02-26,9
"2133",2016,2,26,2,53,"FM-15",300,5.7,-1.7,-8.9,1025.6,2016-02-26,9
"2134",2016,2,26,3,53,"FM-15",310,4.1,-1.7,-8.9,1025.8,2016-02-26,9
"2135",2016,2,26,4,53,"FM-15",290,4.1,-2.2,-8.9,1025.6,2016-02-26,9
"2136",2016,2,26,5,53,"FM-15",290,4.1,-2.2,-8.3,1025.5,2016-02-26,9
"2138",2016,2,26,6,0,"FM-12",290,4.1,-2.2,-8.3,1025.5,2016-02-26,9
"2139",2016,2,26,6,53,"FM-15",280,3.6,-2.8,-8.3,1025.4,2016-02-26,9
"2140",2016,2,26,7,53,"FM-15",270,4.1,-2.8,-8.3,1025.3,2016-02-26,9
"2141",2016,2,26,8,53,"FM-15",270,3.1,-3.3,-8.3,1024.8,2016-02-26,9
"2142",2016,2,26,9,53,"FM-15",280,3.1,-3.3,-8.9,1024.4,2016-02-26,9
"2143",2016,2,26,10,53,"FM-15",240,1.5,-3.9,-9.4,1024.2,2016-02-26,9
"2144",2016,2,26,11,53,"FM-15",270,3.6,-3.9,-9.4,1024,2016-02-26,9
"2145",2016,2,26,12,0,"FM-12",270,3.6,-3.9,-9.4,1024,2016-02-26,9
"2146",2016,2,26,12,53,"FM-15",250,3.1,-3.9,-10,1023.8,2016-02-26,9
"2147",2016,2,26,13,53,"FM-15",230,2.1,-3.9,-10,1024.1,2016-02-26,9
"2148",2016,2,26,14,53,"FM-15",200,3.1,-3.3,-9.4,1024.2,2016-02-26,9
"2149",2016,2,26,15,53,"FM-15",220,4.1,-1.7,-8.9,1023.7,2016-02-26,9
"2150",2016,2,26,16,53,"FM-15",230,4.6,0,-7.2,1022.9,2016-02-26,9
"2151",2016,2,26,17,53,"FM-15",240,4.6,1.7,-6.1,1022,2016-02-26,9
"2152",2016,2,26,18,0,"FM-12",240,4.6,1.7,-6.1,1022,2016-02-26,9
"2153",2016,2,26,18,53,"FM-15",230,4.6,2.8,-6.1,1020.9,2016-02-26,9
"2154",2016,2,26,19,53,"FM-15",210,3.1,3.9,-5.6,1019.6,2016-02-26,9
"2155",2016,2,26,20,53,"FM-15",250,5.7,5,-5.6,1018.9,2016-02-26,9
"2156",2016,2,26,21,53,"FM-15",220,4.6,5.6,-4.4,1017.8,2016-02-26,9
"2157",2016,2,26,22,53,"FM-15",220,5.1,5,-4.4,1017.2,2016-02-26,9
"2158",2016,2,26,23,53,"FM-15",210,4.1,5,-3.3,1016.4,2016-02-26,9
"2159",2016,2,27,0,0,"FM-12",210,4.1,5,-3.3,1016.4,2016-02-27,9
"2160",2016,2,27,0,53,"FM-15",210,4.1,3.9,-2.8,1016.1,2016-02-27,9
"2161",2016,2,27,1,53,"FM-15",220,5.1,3.9,-2.2,1015.6,2016-02-27,9
"2162",2016,2,27,2,53,"FM-15",220,6.2,3.3,-2.2,1014.6,2016-02-27,9
"2163",2016,2,27,3,53,"FM-15",220,4.6,2.8,-1.7,1014.3,2016-02-27,9
"2164",2016,2,27,4,53,"FM-15",230,3.6,2.2,-1.7,1014,2016-02-27,9
"2165",2016,2,27,5,53,"FM-15",230,4.1,2.2,-1.7,1013.1,2016-02-27,9
"2167",2016,2,27,6,0,"FM-12",230,4.1,2.2,-1.7,1013.1,2016-02-27,9
"2168",2016,2,27,6,53,"FM-15",230,4.6,2.2,-2.2,1012.3,2016-02-27,9
"2169",2016,2,27,7,53,"FM-15",220,3.6,1.7,-2.2,1012.1,2016-02-27,9
"2170",2016,2,27,8,53,"FM-15",230,3.6,1.7,-2.2,1011.2,2016-02-27,9
"2171",2016,2,27,9,53,"FM-15",230,3.6,1.1,-2.8,1010.8,2016-02-27,9
"2172",2016,2,27,10,53,"FM-15",210,3.6,1.1,-2.8,1009.5,2016-02-27,9
"2173",2016,2,27,11,53,"FM-15",220,4.6,1.7,-2.8,1009.4,2016-02-27,9
"2174",2016,2,27,12,0,"FM-12",220,4.6,1.7,-2.8,1009.4,2016-02-27,9
"2175",2016,2,27,12,53,"FM-15",230,2.6,1.7,-3.3,1009.1,2016-02-27,9
"2176",2016,2,27,13,53,"FM-15",220,2.6,2.8,-2.8,1008.5,2016-02-27,9
"2177",2016,2,27,14,53,"FM-15",230,4.6,5.6,-2.8,1007.5,2016-02-27,9
"2178",2016,2,27,15,53,"FM-15",230,4.1,8.3,-2.8,1007.1,2016-02-27,9
"2179",2016,2,27,16,53,"FM-15",230,5.1,10,-2.8,1006.2,2016-02-27,9
"2180",2016,2,27,17,53,"FM-15",220,5.1,11.7,-2.8,1005,2016-02-27,9
"2181",2016,2,27,18,0,"FM-12",220,5.1,11.7,-2.8,1005,2016-02-27,9
"2182",2016,2,27,18,53,"FM-15",230,5.1,13.3,-1.7,1003.9,2016-02-27,9
"2183",2016,2,27,19,53,"FM-15",210,3.6,14.4,-0.6,1002.7,2016-02-27,9
"2184",2016,2,27,20,53,"FM-15",210,5.1,13.9,0.6,1001.9,2016-02-27,9
"2185",2016,2,27,21,53,"FM-15",220,4.6,14.4,1.1,1001.7,2016-02-27,9
"2186",2016,2,27,22,53,"FM-15",200,4.1,13.9,2.2,1001,2016-02-27,9
"2187",2016,2,27,23,53,"FM-15",190,4.1,12.2,2.8,1000.8,2016-02-27,9
"2188",2016,2,28,0,0,"FM-12",190,4.1,12.2,2.8,1000.8,2016-02-28,9
"2189",2016,2,28,0,53,"FM-15",190,4.1,11.1,3.3,1000.5,2016-02-28,9
"2190",2016,2,28,1,53,"FM-15",200,2.6,10,3.3,999.9,2016-02-28,9
"2191",2016,2,28,2,53,"FM-15",200,2.1,9.4,3.3,999.4,2016-02-28,9
"2192",2016,2,28,3,53,"FM-15",190,1.5,8.3,3.3,998.7,2016-02-28,9
"2193",2016,2,28,4,53,"FM-15",170,2.1,7.8,3.9,997.8,2016-02-28,9
"2194",2016,2,28,5,53,"FM-15",999,0,6.1,2.8,997.3,2016-02-28,9
"2196",2016,2,28,6,0,"FM-12",999,0,6.1,2.8,997.3,2016-02-28,9
"2197",2016,2,28,6,53,"FM-15",999,0,5,2.2,997,2016-02-28,9
"2198",2016,2,28,7,53,"FM-15",340,1.5,3.3,1.7,996.2,2016-02-28,9
"2199",2016,2,28,8,53,"FM-15",999,0,3.9,1.7,996,2016-02-28,9
"2200",2016,2,28,9,53,"FM-15",999,0,4.4,2.2,995.8,2016-02-28,9
"2201",2016,2,28,10,53,"FM-15",999,0,3.3,1.7,996,2016-02-28,9
"2202",2016,2,28,11,53,"FM-15",290,2.6,2.8,1.1,996.5,2016-02-28,9
"2203",2016,2,28,12,0,"FM-12",290,2.6,2.8,1.1,996.5,2016-02-28,9
"2205",2016,2,28,12,53,"FM-15",10,4.6,3.3,0.6,996.9,2016-02-28,9
"2206",2016,2,28,13,53,"FM-15",340,6.2,1.7,-1.1,998.6,2016-02-28,9
"2207",2016,2,28,14,37,"FM-16",340,8.2,1.7,-1.7,9999.9,2016-02-28,9
"2208",2016,2,28,14,53,"FM-15",340,6.7,1.1,-1.7,1000.3,2016-02-28,9
"2209",2016,2,28,15,53,"FM-15",330,3.6,0,-2.2,1001.9,2016-02-28,9
"2210",2016,2,28,16,53,"FM-15",330,6.7,0,-2.2,1003,2016-02-28,9
"2211",2016,2,28,16,58,"FM-16",330,6.7,0,-2.2,9999.9,2016-02-28,9
